alert_id,timestamp,source_ip,destination_ip,source_port,destination_port,protocol,traffic_type,host_affected,event_category,attack_type,attack_signature,severity,mitre_tactic,kill_chain_stage,log_source,ids_ips_alert,firewall_action,malware_indicator,anomaly_score,failed_login_attempts,request_rate_per_min,asset_criticality,class_label,risk_score,priority_level
ALT-R-00099,2026-01-13T07:52:00Z,154.195.195.111,192.168.127.183,3947,8080,TCP,TCP,srv-app-02,ddos_activity,DDoS,behavioral pattern,High,Impact,Impact,IPS,Behavior anomaly,Blocked,Yes,0.78,5,185,High,malicioso,83,critica
ALT-R-00100,2025-11-14T01:17:00Z,192.168.129.111,10.70.234.136,44085,8080,TCP,HTTPS,srv-web-01,data_exfiltration,Data Exfiltration,generic signature,Medium,Exfiltration,Exfiltration,IDS,Routine traffic,Blocked,No,0.45,0,32,High,benigno,50,media
ALT-R-00101,2026-01-18T12:09:00Z,192.168.85.177,192.168.14.126,38899,443,TCP,SMTP,srv-web-01,file_access,No attack,generic signature,Medium,No tactic,Execution,IPS,Policy-allowed activity,Allowed,No,0.44,0,6,High,benigno,37,media
ALT-R-00102,2025-11-14T09:55:00Z,31.141.184.89,192.168.5.45,59214,80,TCP,HTTP,srv-web-01,web_attack,SQL Injection,SQL Injection signature,High,Execution,Exploitation,Firewall,Behavior anomaly,Monitored,No,0.47,5,61,High,a_investigar,72,alta
ALT-R-00103,2025-12-26T03:46:00Z,91.6.39.179,172.22.82.231,3643,22,TCP,RDP,srv-finanzas-01,anomalous_web_request,Unknown,generic signature,Medium,No tactic,Delivery,Firewall,Routine traffic,Allowed,No,0.23,4,39,Critical,benigno,45,alta
ALT-R-00104,2025-12-24T18:23:00Z,154.251.8.168,192.168.53.98,33122,22,TCP,RDP,pc-soporte-05,intrusion_attempt,Brute Force,behavioral pattern,High,Credential Access,Credential Access,SIEM,Confirmed malicious indicator,Monitored,No,0.61,17,142,Low,malicioso,72,alta
ALT-R-00105,2026-03-04T01:38:00Z,172.27.100.216,10.211.242.30,15365,443,TCP,DNS,pc-gerencia-01,file_access,No attack,generic signature,Medium,No tactic,Execution,WAF,No alert,Allowed,No,0.15,0,12,High,benigno,33,baja
ALT-R-00106,2026-02-01T09:24:00Z,77.172.112.47,192.168.180.139,49391,139,TCP,SMB,srv-archivos-02,lateral_movement,Lateral Movement,Lateral Movement signature,High,Lateral Movement,Installation,IDS,No alert,Allowed,No,0.46,8,33,Medium,benigno,50,alta
ALT-R-00107,2025-11-01T03:08:00Z,167.54.102.188,10.23.225.182,3925,443,TCP,HTTP,srv-archivos-02,port_scan,Port Scan,behavioral pattern,Low,Reconnaissance,Reconnaissance,IPS,Policy-allowed activity,Quarantined,No,0.68,2,80,Medium,a_investigar,73,alta
ALT-R-00108,2026-02-28T22:05:00Z,61.244.75.154,10.185.146.177,21769,53,TCP,SMB,pc-ventas-03,data_exfiltration,Data Exfiltration,Data Exfiltration signature,Medium,Exfiltration,Exfiltration,Firewall,Suspicious pattern,Quarantined,Yes,0.79,2,71,Medium,a_investigar,59,critica
ALT-R-00109,2026-01-24T19:02:00Z,23.111.77.109,10.121.15.98,19397,4444,TCP,HTTP,pc-ventas-03,bot_activity,Botnet,behavioral pattern,Critical,Command and Control,Command and Control,IDS,Behavior anomaly,Monitored,Yes,0.69,4,75,Medium,a_investigar,83,alta
ALT-R-00110,2026-01-11T16:41:00Z,167.94.135.37,10.142.17.29,22841,3389,TCP,HTTP,srv-vpn-01,anomalous_web_request,Unknown,behavioral pattern,High,No tactic,Delivery,IPS,Routine traffic,Blocked,Suspicious,0.41,4,87,Critical,a_investigar,70,media
ALT-R-00111,2026-01-08T14:05:00Z,85.131.22.146,10.5.95.105,30047,25,TCP,HTTP,srv-mail-01,web_attack,SQL Injection,behavioral pattern,High,Execution,Exploitation,IDS,Routine traffic,Allowed,No,0.21,5,21,High,benigno,42,media
ALT-R-00112,2025-12-01T09:07:00Z,172.19.206.159,192.168.82.72,48198,8080,TCP,HTTPS,srv-mail-01,bot_activity,Botnet,generic signature,High,Command and Control,Command and Control,IPS,Confirmed malicious indicator,Blocked,Yes,0.99,3,71,High,malicioso,90,critica
ALT-R-00113,2025-12-03T22:38:00Z,167.233.53.127,192.168.10.50,16293,443,TCP,SSH,srv-app-02,suspicious_access,Unknown,Unknown signature,High,No tactic,Delivery,IPS,Routine traffic,Allowed,No,0.62,3,39,High,benigno,67,baja
ALT-R-00114,2026-03-03T02:12:00Z,10.64.198.245,10.50.174.214,24231,443,TCP,HTTP,srv-db-01,credential_attack,Credential Stuffing,generic signature,Medium,Credential Access,Credential Access,WAF,No alert,Allowed,No,0.52,0,63,Critical,benigno,60,alta
ALT-R-00115,2025-11-24T20:05:00Z,101.154.122.101,172.29.225.215,20716,4444,TCP,TCP,pc-soporte-05,bot_activity,Botnet,behavioral pattern,Critical,Command and Control,Command and Control,IPS,Confirmed malicious indicator,Blocked,Suspicious,0.85,5,94,Low,malicioso,65,alta
ALT-R-00116,2026-01-05T06:03:00Z,101.181.124.93,172.29.85.248,10846,53,UDP,DNS,srv-db-01,dns_tunneling_suspected,DNS Tunneling,generic signature,High,Command and Control,Command and Control,SIEM,Suspicious pattern,Blocked,Yes,0.55,0,65,Critical,a_investigar,72,alta
ALT-R-00117,2026-01-14T11:44:00Z,121.149.171.154,192.168.208.16,49452,21,TCP,TCP,srv-db-01,malware_traffic,Malware,generic signature,High,Command and Control,Command and Control,IPS,Suspicious pattern,Allowed,Yes,0.99,6,154,Critical,malicioso,100,critica
ALT-R-00118,2025-12-20T22:20:00Z,172.23.34.126,10.169.191.228,38777,25,TCP,SSH,srv-db-01,intrusion_attempt,Brute Force,behavioral pattern,High,Credential Access,Credential Access,EDR,Suspicious pattern,Blocked,Suspicious,0.57,19,91,Critical,a_investigar,88,alta
ALT-R-00119,2025-12-27T19:19:00Z,201.163.191.162,172.28.23.20,55101,22,TCP,HTTPS,srv-vpn-01,remote_admin,No attack,generic signature,High,No tactic,Execution,SIEM,No alert,Blocked,Suspicious,0.13,4,48,Critical,a_investigar,49,alta
ALT-R-00120,2026-02-17T09:00:00Z,192.168.255.162,10.251.244.23,4802,80,TCP,SMB,srv-mail-01,lateral_movement,Lateral Movement,behavioral pattern,Medium,Lateral Movement,Installation,IDS,Behavior anomaly,Quarantined,No,0.53,2,92,High,a_investigar,51,media
ALT-R-00121,2025-12-29T03:51:00Z,103.199.35.113,10.137.213.35,39919,25,TCP,HTTPS,srv-rh-01,mail_transfer,Phishing,Phishing signature,High,Initial Access,Delivery,IDS,Routine traffic,Blocked,Suspicious,0.46,3,50,High,a_investigar,56,alta
ALT-R-00122,2025-11-30T05:26:00Z,61.182.254.90,10.126.43.254,57016,80,TCP,RDP,srv-finanzas-01,suspicious_access,Unknown,Unknown signature,Critical,No tactic,Delivery,WAF,Confirmed malicious indicator,Allowed,Suspicious,0.59,15,100,Critical,malicioso,73,alta
ALT-R-00123,2025-12-31T10:04:00Z,172.29.76.75,10.120.184.191,29695,53,TCP,HTTP,srv-rh-01,remote_admin,No attack,No attack signature,Medium,No tactic,Execution,SIEM,Routine traffic,Allowed,No,0.19,3,10,High,benigno,32,media
ALT-R-00124,2026-01-29T15:06:00Z,212.134.22.154,10.53.9.126,28645,53,TCP,DNS,srv-backup-01,data_exfiltration,Data Exfiltration,generic signature,Low,Exfiltration,Exfiltration,WAF,No alert,Allowed,No,0.35,2,22,High,benigno,45,media
ALT-R-00125,2026-03-01T18:37:00Z,176.152.238.38,192.168.50.91,40657,993,TCP,SSH,srv-backup-01,intrusion_attempt,Brute Force,Brute Force signature,High,Credential Access,Credential Access,WAF,Suspicious pattern,Allowed,Suspicious,0.58,22,113,High,malicioso,90,critica
ALT-R-00126,2025-11-04T21:14:00Z,201.114.185.67,10.239.130.149,42221,25,TCP,DNS,pc-operaciones-07,suspicious_access,Unknown,behavioral pattern,High,No tactic,Delivery,Firewall,Behavior anomaly,Blocked,Suspicious,0.35,0,75,Medium,a_investigar,50,critica
ALT-R-00127,2025-11-05T17:21:00Z,10.126.227.235,172.25.58.155,62231,139,TCP,SMB,srv-archivos-02,lateral_movement,Lateral Movement,behavioral pattern,Low,Lateral Movement,Installation,SIEM,Suspicious pattern,Blocked,Yes,0.71,2,97,Medium,malicioso,45,media
ALT-R-00128,2026-01-10T12:16:00Z,101.207.167.254,172.27.23.171,12657,8080,TCP,RDP,srv-db-01,port_scan,Port Scan,generic signature,High,Reconnaissance,Reconnaissance,IDS,Behavior anomaly,Blocked,Suspicious,0.71,1,135,Critical,a_investigar,80,critica
ALT-R-00129,2026-01-10T01:07:00Z,52.74.168.13,192.168.222.32,11153,139,TCP,SMB,srv-archivos-02,lateral_movement,Lateral Movement,behavioral pattern,High,Lateral Movement,Installation,SIEM,Suspicious pattern,Monitored,Yes,0.92,5,79,Medium,malicioso,71,alta
ALT-R-00130,2025-11-20T10:30:00Z,10.20.118.56,172.29.57.121,50028,135,TCP,RDP,srv-finanzas-01,anomalous_web_request,Unknown,Unknown signature,Medium,No tactic,Delivery,IDS,No alert,Monitored,No,0.21,0,47,Critical,benigno,36,alta
ALT-R-00131,2025-11-25T10:35:00Z,167.49.153.163,192.168.204.70,17505,25,TCP,HTTPS,pc-ventas-03,credential_attack,Credential Stuffing,generic signature,Critical,Credential Access,Credential Access,Firewall,Confirmed malicious indicator,Allowed,No,0.63,2,103,Medium,a_investigar,66,critica
ALT-R-00132,2025-12-15T14:06:00Z,172.20.224.177,10.97.171.4,15665,25,TCP,HTTPS,srv-vpn-01,mail_transfer,Phishing,behavioral pattern,High,Initial Access,Delivery,WAF,No alert,Allowed,No,0.14,0,16,Critical,benigno,28,media
ALT-R-00133,2026-01-16T10:51:00Z,52.41.179.61,172.21.84.94,2953,3389,TCP,DNS,srv-logs-01,normal_web_access,No attack,behavioral pattern,Medium,No tactic,Execution,EDR,Policy-allowed activity,Allowed,Suspicious,0.29,5,18,Medium,benigno,46,alta
ALT-R-00134,2026-01-07T13:02:00Z,185.185.39.251,172.30.64.174,45244,443,TCP,RDP,srv-logs-01,intrusion_attempt,Brute Force,generic signature,High,Credential Access,Credential Access,IDS,Behavior anomaly,Monitored,Yes,0.47,17,86,Medium,a_investigar,64,alta
ALT-R-00135,2025-12-04T10:10:00Z,212.54.252.218,172.21.3.43,7875,22,TCP,SMTP,pc-gerencia-01,mail_transfer,No attack,generic signature,Medium,No tactic,Execution,SIEM,Policy-allowed activity,Allowed,No,0.25,0,10,High,benigno,48,media
ALT-R-00136,2026-01-03T02:18:00Z,192.168.68.129,172.23.66.69,15960,993,TCP,HTTPS,pc-ventas-03,data_exfiltration,Data Exfiltration,behavioral pattern,High,Exfiltration,Exfiltration,Firewall,Suspicious pattern,Blocked,Yes,0.74,6,89,Medium,malicioso,69,alta
ALT-R-00137,2025-12-20T06:10:00Z,192.168.9.38,10.220.116.71,55672,22,TCP,HTTP,srv-archivos-02,port_scan,Port Scan,behavioral pattern,Medium,Reconnaissance,Reconnaissance,SIEM,No alert,Allowed,No,0.29,0,109,Medium,benigno,37,alta
ALT-R-00138,2026-02-03T15:38:00Z,121.99.145.47,172.24.213.182,45822,53,TCP,DNS,srv-vpn-01,dns_tunneling_suspected,DNS Tunneling,generic signature,Critical,Command and Control,Command and Control,IPS,Suspicious pattern,Blocked,Yes,0.80,5,102,Critical,malicioso,81,alta
ALT-R-00139,2026-02-19T06:33:00Z,172.27.105.237,192.168.228.148,10575,139,TCP,SMB,srv-mail-01,lateral_movement,Lateral Movement,Lateral Movement signature,Medium,Lateral Movement,Installation,Firewall,Confirmed malicious indicator,Quarantined,Yes,0.78,3,138,High,malicioso,62,critica
ALT-R-00140,2025-12-08T21:02:00Z,31.210.121.192,172.26.148.147,15646,25,TCP,SMB,srv-archivos-02,dns_query,No attack,behavioral pattern,Medium,No tactic,Execution,Firewall,Behavior anomaly,Allowed,No,0.12,0,14,Medium,benigno,28,media
ALT-R-00141,2026-01-30T01:39:00Z,172.16.96.29,172.24.250.84,42665,443,TCP,HTTPS,srv-web-01,credential_attack,Phishing,generic signature,Medium,Initial Access,Delivery,SIEM,No alert,Monitored,No,0.44,0,76,High,a_investigar,58,alta
ALT-R-00142,2026-03-05T22:59:00Z,176.36.3.36,192.168.234.85,28048,135,TCP,HTTPS,srv-erp-01,web_attack,SQL Injection,generic signature,High,Execution,Exploitation,WAF,Suspicious pattern,Monitored,Suspicious,0.58,3,85,Critical,a_investigar,68,media
ALT-R-00143,2025-11-15T15:13:00Z,149.76.49.182,192.168.110.53,30311,80,TCP,SMTP,pc-gerencia-01,mail_transfer,No attack,No attack signature,Medium,No tactic,Execution,IPS,Policy-allowed activity,Allowed,No,0.32,2,8,High,benigno,38,media
ALT-R-00144,2026-03-06T05:27:00Z,192.168.143.48,172.28.121.83,43523,443,TCP,HTTPS,srv-db-01,mail_transfer,Phishing,behavioral pattern,Critical,Initial Access,Delivery,IPS,No alert,Blocked,No,0.33,0,14,Critical,benigno,51,media
ALT-R-00145,2025-12-12T01:36:00Z,10.150.253.177,172.19.229.75,10800,8080,TCP,SSH,srv-backup-01,intrusion_attempt,Brute Force,generic signature,Medium,Credential Access,Credential Access,IDS,Behavior anomaly,Blocked,Yes,0.93,22,135,High,malicioso,99,alta
ALT-R-00146,2026-01-03T21:28:00Z,212.11.170.117,192.168.114.148,34925,443,TCP,HTTPS,srv-web-01,bot_activity,Botnet,behavioral pattern,High,Command and Control,Command and Control,SIEM,Routine traffic,Allowed,No,0.67,7,38,High,benigno,70,alta
ALT-R-00147,2025-12-27T03:38:00Z,167.155.152.198,10.53.192.211,38370,53,TCP,HTTPS,pc-soporte-05,data_exfiltration,Data Exfiltration,Data Exfiltration signature,High,Exfiltration,Exfiltration,SIEM,No alert,Quarantined,No,0.92,0,133,Low,malicioso,82,alta
ALT-R-00148,2025-11-09T06:04:00Z,10.182.210.102,172.27.65.83,28744,135,TCP,HTTPS,srv-backup-01,web_attack,Cross Site Scripting,Cross Site Scripting signature,High,Execution,Exploitation,IPS,Behavior anomaly,Allowed,Suspicious,0.39,2,68,High,a_investigar,38,alta
ALT-R-00149,2026-02-10T14:44:00Z,192.168.111.32,10.41.83.5,29747,443,TCP,HTTPS,srv-web-01,mail_transfer,Phishing,behavioral pattern,Medium,Initial Access,Delivery,WAF,Behavior anomaly,Allowed,No,0.52,6,48,High,a_investigar,58,alta
ALT-R-00150,2026-01-01T13:55:00Z,172.20.57.216,10.217.76.223,43601,445,UDP,DNS,srv-vpn-01,remote_admin,No attack,No attack signature,High,No tactic,Execution,EDR,Policy-allowed activity,Allowed,No,0.05,3,1,Critical,benigno,43,alta
ALT-R-00151,2026-01-12T20:39:00Z,121.160.117.127,10.85.205.197,38122,22,TCP,SSH,srv-logs-01,intrusion_attempt,Brute Force,generic signature,High,Credential Access,Credential Access,IDS,No alert,Monitored,No,0.34,10,31,Medium,benigno,63,alta
ALT-R-00152,2025-11-13T12:57:00Z,101.5.156.87,172.24.145.141,23375,445,TCP,DNS,srv-backup-01,dns_tunneling_suspected,DNS Tunneling,DNS Tunneling signature,Critical,Command and Control,Command and Control,IPS,Behavior anomaly,Monitored,Suspicious,0.85,7,128,High,malicioso,94,alta
ALT-R-00153,2025-12-19T21:06:00Z,149.106.251.64,10.94.25.137,50158,445,UDP,DNS,srv-app-02,mail_transfer,No attack,behavioral pattern,High,No tactic,Execution,IDS,Routine traffic,Allowed,No,0.24,1,1,High,benigno,47,media
ALT-R-00154,2026-02-28T14:21:00Z,52.129.14.49,192.168.151.45,20855,3389,TCP,RDP,pc-ventas-03,port_scan,Port Scan,Port Scan signature,Medium,Reconnaissance,Reconnaissance,EDR,Behavior anomaly,Quarantined,Yes,0.64,1,44,Medium,a_investigar,69,alta
ALT-R-00155,2025-11-05T10:09:00Z,138.14.21.215,172.19.43.134,13006,80,TCP,HTTPS,pc-ventas-03,malware_traffic,Malware,generic signature,High,Command and Control,Command and Control,IDS,Behavior anomaly,Blocked,Yes,0.95,1,98,Medium,malicioso,89,alta
ALT-R-00156,2026-01-12T09:07:00Z,61.213.223.168,192.168.152.156,5568,443,UDP,DNS,srv-finanzas-01,data_exfiltration,Data Exfiltration,behavioral pattern,Critical,Exfiltration,Exfiltration,IPS,Suspicious pattern,Blocked,Suspicious,0.95,5,110,Critical,malicioso,100,alta
ALT-R-00157,2026-02-18T02:10:00Z,192.168.205.241,10.96.113.59,53392,3389,TCP,RDP,pc-soporte-05,intrusion_attempt,Brute Force,Brute Force signature,Medium,Credential Access,Credential Access,EDR,Behavior anomaly,Monitored,Suspicious,0.73,14,42,Low,a_investigar,59,critica
ALT-R-00158,2025-11-21T07:52:00Z,192.168.146.98,172.20.20.133,54487,443,TCP,HTTP,srv-web-01,web_attack,SQL Injection,generic signature,Medium,Execution,Exploitation,Firewall,Confirmed malicious indicator,Allowed,Yes,0.82,4,89,High,malicioso,73,alta
ALT-R-00159,2025-11-06T08:47:00Z,192.168.19.73,10.111.153.98,33157,22,TCP,RDP,pc-operaciones-07,remote_admin,No attack,behavioral pattern,Medium,No tactic,Execution,Firewall,Policy-allowed activity,Allowed,No,0.39,5,12,Medium,benigno,58,alta
ALT-R-00160,2025-11-22T10:10:00Z,192.168.97.203,172.25.118.242,8494,21,TCP,HTTP,pc-operaciones-07,credential_attack,Credential Stuffing,generic signature,High,Credential Access,Credential Access,IPS,Behavior anomaly,Monitored,Suspicious,0.58,3,111,Medium,a_investigar,50,alta
ALT-R-00161,2026-02-12T00:10:00Z,167.228.32.195,192.168.241.104,13056,4444,TCP,HTTP,srv-erp-01,bot_activity,Botnet,Botnet signature,Medium,Command and Control,Command and Control,EDR,No alert,Allowed,Suspicious,0.37,0,23,Critical,benigno,53,alta
ALT-R-00162,2025-11-06T00:22:00Z,85.224.131.140,192.168.67.180,5201,53,TCP,SMB,srv-logs-01,dns_query,No attack,generic signature,High,No tactic,Execution,IDS,Behavior anomaly,Allowed,No,0.18,0,6,Medium,benigno,41,media
ALT-R-00163,2025-12-01T17:57:00Z,176.19.75.22,10.5.114.30,43940,3389,TCP,HTTP,pc-soporte-05,unusual_remote_access,Unknown,Unknown signature,Critical,No tactic,Delivery,IPS,Suspicious pattern,Monitored,Suspicious,0.63,5,70,Low,a_investigar,50,alta
ALT-R-00164,2026-01-25T23:45:00Z,85.39.74.9,192.168.112.163,50283,143,TCP,SMB,srv-web-01,lateral_movement,Lateral Movement,generic signature,High,Lateral Movement,Installation,EDR,Behavior anomaly,Blocked,Yes,0.66,3,25,High,a_investigar,72,critica
ALT-R-00165,2026-01-19T20:31:00Z,52.43.109.6,172.25.83.176,11185,80,TCP,SMB,srv-app-02,port_scan,Port Scan,Port Scan signature,High,Reconnaissance,Reconnaissance,IPS,Behavior anomaly,Blocked,Suspicious,0.79,2,99,High,a_investigar,83,alta
ALT-R-00166,2026-01-12T09:27:00Z,45.244.185.105,10.85.108.26,33326,22,TCP,RDP,srv-vpn-01,intrusion_attempt,Brute Force,Brute Force signature,High,Credential Access,Credential Access,SIEM,Suspicious pattern,Quarantined,Suspicious,0.72,16,95,Critical,malicioso,92,critica
ALT-R-00167,2026-01-17T08:34:00Z,154.117.73.128,10.100.27.227,17874,22,TCP,SSH,pc-operaciones-07,intrusion_attempt,Brute Force,behavioral pattern,Medium,Credential Access,Credential Access,IPS,Suspicious pattern,Allowed,No,0.51,16,76,Medium,a_investigar,61,alta
ALT-R-00168,2026-03-08T21:25:00Z,10.21.144.177,10.87.229.86,26572,139,TCP,SMB,srv-finanzas-01,lateral_movement,Lateral Movement,behavioral pattern,Critical,Lateral Movement,Installation,WAF,Behavior anomaly,Blocked,Yes,0.84,1,98,Critical,malicioso,79,alta
ALT-R-00169,2025-12-16T19:28:00Z,10.83.115.233,10.189.19.46,20693,443,TCP,SSH,pc-soporte-05,mail_transfer,No attack,No attack signature,Medium,No tactic,Execution,IDS,No alert,Allowed,No,0.22,5,7,Low,benigno,20,media
ALT-R-00170,2026-02-08T13:23:00Z,31.252.199.39,10.158.199.84,12815,80,TCP,HTTPS,srv-archivos-02,web_attack,Cross Site Scripting,behavioral pattern,Medium,Execution,Exploitation,Firewall,Confirmed malicious indicator,Blocked,Yes,0.83,5,159,Medium,malicioso,76,alta
ALT-R-00171,2025-11-30T08:41:00Z,185.42.56.177,10.217.221.88,41937,443,TCP,HTTPS,srv-finanzas-01,mail_transfer,Phishing,generic signature,High,Initial Access,Delivery,SIEM,Routine traffic,Allowed,Suspicious,0.49,5,68,Critical,a_investigar,65,critica
ALT-R-00172,2026-01-30T04:34:00Z,138.92.228.142,10.185.20.20,6081,22,TCP,HTTPS,srv-vpn-01,credential_attack,Phishing,Phishing signature,High,Initial Access,Delivery,Firewall,Policy-allowed activity,Blocked,No,0.44,0,1,Critical,benigno,75,critica
ALT-R-00173,2026-02-18T18:54:00Z,185.196.30.105,192.168.68.247,8039,3389,TCP,HTTP,srv-mail-01,credential_attack,Credential Stuffing,Credential Stuffing signature,Medium,Credential Access,Credential Access,IPS,Routine traffic,Allowed,No,0.39,0,77,High,benigno,48,media
ALT-R-00174,2026-01-22T12:18:00Z,154.167.102.190,192.168.180.126,42968,8080,TCP,HTTP,srv-app-02,ddos_activity,DDoS,generic signature,High,Impact,Impact,WAF,Confirmed malicious indicator,Quarantined,Yes,0.94,3,372,High,malicioso,96,alta
ALT-R-00175,2025-11-18T18:49:00Z,176.83.11.253,10.6.41.77,59229,80,TCP,HTTPS,pc-soporte-05,credential_attack,Credential Stuffing,behavioral pattern,High,Credential Access,Credential Access,WAF,Suspicious pattern,Blocked,Suspicious,0.67,4,148,Low,malicioso,71,alta
ALT-R-00176,2025-11-18T18:08:00Z,10.62.122.140,172.20.5.176,40631,80,TCP,RDP,pc-operaciones-07,dns_query,No attack,generic signature,Medium,No tactic,Execution,Firewall,No alert,Allowed,No,0.40,5,58,Medium,a_investigar,49,media
ALT-R-00177,2025-11-07T03:08:00Z,10.175.75.72,10.57.7.78,1513,53,TCP,DNS,srv-erp-01,dns_tunneling_suspected,DNS Tunneling,behavioral pattern,High,Command and Control,Command and Control,Firewall,Suspicious pattern,Blocked,No,0.55,0,95,Critical,a_investigar,61,critica
ALT-R-00178,2025-11-05T15:21:00Z,91.172.101.11,192.168.58.77,45912,3389,TCP,SMB,pc-gerencia-01,lateral_movement,Lateral Movement,behavioral pattern,Medium,Lateral Movement,Installation,SIEM,Confirmed malicious indicator,Blocked,No,0.62,2,87,High,malicioso,50,critica
ALT-R-00179,2026-01-12T17:22:00Z,172.29.53.7,10.93.168.24,2719,4444,TCP,HTTPS,srv-app-02,malware_traffic,Malware,Malware signature,High,Command and Control,Command and Control,IDS,Confirmed malicious indicator,Blocked,No,0.83,2,95,High,malicioso,91,critica
ALT-R-00180,2026-01-11T13:05:00Z,138.39.27.239,10.23.57.59,49526,25,TCP,HTTPS,pc-ventas-03,mail_transfer,Phishing,Phishing signature,Medium,Initial Access,Delivery,Firewall,Suspicious pattern,Blocked,Yes,0.29,6,48,Medium,a_investigar,52,alta
ALT-R-00181,2026-01-13T23:17:00Z,185.37.3.230,172.27.50.159,20813,445,TCP,SSH,srv-erp-01,port_scan,Port Scan,behavioral pattern,Critical,Reconnaissance,Reconnaissance,SIEM,Confirmed malicious indicator,Quarantined,Suspicious,0.42,12,84,Critical,a_investigar,78,critica
